Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume
2018-05-04 00:00:00+00:00,0.5,1.5,0.5,0.8899,20890213.82,18946724.6944755,37492,8580293.34,7765705.5420755
2018-05-05 00:00:00+00:00,0.8898,0.935,0.888,0.9028,16816165.3,15282000.0777909,26476,8057022.91,7321986.1399994
2018-05-06 00:00:00+00:00,0.9028,0.918,0.83774,0.86483,16002035.8,13997141.5638168,28713,7105353.54,6202720.6376838
2018-05-07 00:00:00+00:00,0.86482,0.86886,0.8,0.8249,17303486.4,14192279.7292327,29174,7663873.06,6270763.1524248
2018-05-08 00:00:00+00:00,0.8249,0.84802,0.792,0.80667,12971303.18,10571844.1306248,23010,5941956.44,4847939.688014
2018-05-09 00:00:00+00:00,0.80667,0.81894,0.7569,0.79481,13982375.89,11014807.2399319,26971,6959966.53,5481454.8884517
2018-05-10 00:00:00+00:00,0.79481,0.80572,0.74085,0.74558,10136895.73,7949198.409258,20175,4439818.93,3482182.6810076
2018-05-11 00:00:00+00:00,0.7492,0.75602,0.64758,0.6761,31292480.04,21611338.0498561,50248,14712053.67,10103226.2877778
2018-05-12 00:00:00+00:00,0.67376,0.71,0.62519,0.68522,18181151.11,12223888.8379142,33907,7997751.67,5381952.9203652
2018-05-13 00:00:00+00:00,0.68192,0.7501,0.66456,0.72999,17521261.77,12503150.5196937,29953,8303020.7,5916965.1230793
2018-05-14 00:00:00+00:00,0.72999,0.7499,0.68585,0.72694,21771364.96,15661876.5437869,35859,9846287.51,7081706.547908
2018-05-15 00:00:00+00:00,0.72695,0.74892,0.6801,0.689,12951988.45,9315740.4729229,22403,6043057.82,4344307.1402962
2018-05-16 00:00:00+00:00,0.689,0.712,0.65756,0.70585,11182432.7,7602189.9923878,18836,5378728.97,3658187.3211456
2018-05-17 00:00:00+00:00,0.70942,0.712,0.6482,0.65849,10070061.14,6897498.1823117,17108,4900105.69,3364677.4611544
2018-05-18 00:00:00+00:00,0.65849,0.68255,0.646,0.67766,10140675.13,6745876.6916484,17434,4897821.95,3264359.2222635
2018-05-19 00:00:00+00:00,0.67698,0.69139,0.6611,0.67339,6854397.75,4624460.5306185,11991,3406639.88,2298450.0819077
2018-05-20 00:00:00+00:00,0.67483,0.70659,0.668,0.6994,8055673.92,5558451.0162887,15301,4443174.05,3067546.8924936
2018-05-21 00:00:00+00:00,0.6994,0.705,0.66666,0.67612,7908213.57,5420030.2894863,15647,3350164.18,2296478.1730167
2018-05-22 00:00:00+00:00,0.67612,0.67817,0.635,0.63782,7567010.71,4982003.424795,14642,3434610.57,2258972.1051671
2018-05-23 00:00:00+00:00,0.63782,0.64488,0.5731,0.59198,20078062.21,12176385.086686,31407,9130039.89,5543765.1973045
2018-05-24 00:00:00+00:00,0.59053,0.64,0.57617,0.62814,14214140.1,8700112.8757114,24696,6528856.78,3995619.0036634
2018-05-25 00:00:00+00:00,0.62966,0.63391,0.59336,0.60459,20060607.91,12208461.5322743,22182,11606885.16,7059761.6221055
2018-05-26 00:00:00+00:00,0.60596,0.62618,0.59771,0.60852,25800066.42,15835491.8882858,20665,15979550.23,9814600.7783622
2018-05-27 00:00:00+00:00,0.60907,0.648,0.59705,0.60416,23735080.8,14343498.0709639,17852,14690368.57,8886803.0844117
2018-05-28 00:00:00+00:00,0.60417,0.6091,0.5434,0.54689,29854808.11,17222339.8894059,26621,15977400.95,9226361.6386967
2018-05-29 00:00:00+00:00,0.54689,0.60921,0.54303,0.59998,30948291.22,17917595.5436051,27166,17587477.66,10168521.2321253
2018-05-30 00:00:00+00:00,0.5997,0.626,0.58101,0.60149,31305613.07,18886579.3618361,25759,17746483.17,10710970.1122182
2018-05-31 00:00:00+00:00,0.60051,0.62255,0.58829,0.6114,33579966.89,20482812.8093579,28332,18354470.71,11196589.998735
2018-06-01 00:00:00+00:00,0.6114,0.62428,0.6024,0.62151,34403361.87,21071397.5305232,26882,20665105.55,12660032.0391702
2018-06-02 00:00:00+00:00,0.62236,0.65204,0.61513,0.64269,37211532.2,23702560.1167091,30570,22153226.27,14105395.2477296
2018-06-03 00:00:00+00:00,0.64285,0.69101,0.63862,0.6901,37142715.53,24486265.639337,34763,21732634.39,14319099.9793306
2018-06-04 00:00:00+00:00,0.6901,0.707,0.6351,0.65507,48289982.65,32100617.0883567,51519,25998134.35,17279792.4946701
2018-06-05 00:00:00+00:00,0.65508,0.686,0.6328,0.67464,42509387.77,28070582.1314106,39571,24818974.98,16389459.145474
2018-06-06 00:00:00+00:00,0.67507,0.6833,0.653,0.6741,34326183.79,22997564.6483558,31424,20599033.56,13805804.0412227
2018-06-07 00:00:00+00:00,0.6738,0.69,0.67089,0.67756,35031819.04,23809284.7139929,28989,21586892.03,14672978.5676339
2018-06-08 00:00:00+00:00,0.6777,0.68,0.65832,0.6721,32089604.02,21502857.3219476,22990,18737083.13,12559804.2806458
2018-06-09 00:00:00+00:00,0.67211,0.68,0.65514,0.6574,31323211.84,20988079.8735296,19776,18206205.9,12208798.9750629
2018-06-10 00:00:00+00:00,0.65687,0.6585,0.55,0.58201,47688606.63,28984633.4576875,45053,25100135.37,15278981.5989341
2018-06-11 00:00:00+00:00,0.58202,0.6,0.56,0.59989,23744329.91,13711198.2992459,26713,13867760.56,8009105.2312261
2018-06-12 00:00:00+00:00,0.59901,0.5991,0.5415,0.5556,29332950.65,16778215.9525018,27017,15424402.47,8815958.8770461
2018-06-13 00:00:00+00:00,0.5556,0.56124,0.50401,0.52862,36877773.15,19678707.3890784,30883,20602550.49,11010929.2816884
2018-06-14 00:00:00+00:00,0.52863,0.569,0.51934,0.55769,35000456.5,19168374.218116,28822,20510351.5,11228402.011232
2018-06-15 00:00:00+00:00,0.55765,0.55927,0.52447,0.53258,25702497.7,14014574.412175,21219,15663637.3,8541662.411823
2018-06-16 00:00:00+00:00,0.53224,0.5385,0.51733,0.53275,26240580.6,13928650.364901,19238,16056639.0,8527625.744733
2018-06-17 00:00:00+00:00,0.53232,0.5437,0.51999,0.52617,33461820.8,17731742.407787,18128,18034481.0,9558256.288054
2018-06-18 00:00:00+00:00,0.52669,0.5535,0.50818,0.5387,33893328.6,17838659.679919,25331,20603533.7,10841629.76694
2018-06-19 00:00:00+00:00,0.53835,0.56185,0.5207,0.54834,28857265.3,15666561.302406,20714,16365493.6,8893886.674231
2018-06-20 00:00:00+00:00,0.54833,0.55188,0.52065,0.53916,34683099.0,18569764.370552,23483,20711928.9,11101717.948877
2018-06-21 00:00:00+00:00,0.53919,0.549,0.52899,0.53457,29891909.8,16084409.984671,19507,19276600.6,10369959.259792
2018-06-22 00:00:00+00:00,0.5342,0.53506,0.46859,0.48216,41843180.71,21054452.0977786,31757,22942765.47,11565072.4841051
